Work Item ID,Issue Type,Parent ID,Epic Link,Summary,Description,Owner,Channel,Start Date,Due Date
T005,Task,,,Social Media - LinkedIn - Link post: Microsoft Teams for Internal Communications,"Topic: Link post pointing to the Microsoft Teams internal communications playbook
Post type: static-blog
Wraps: microsoft-teams-internal-communications
Copy:
Microsoft is shipping a lot of AI into Teams in 2026. Copilot, intelligent recap, suggested replies, Loop components, Decisions. All real, all worth the licenses an enterprise is paying for.

It is also calibrated for the individual employee at their desk, not for the company-wide question of who needs to hear what, on which channel, in which language, and whether the message landed.

The new playbook walks through where Teams AI helps for internal communications, the four hard limits it hits (segmentation beyond AD groups, cross-channel read attribution, personalization at scale, orchestration), the integration patterns that extend it, and a 30-day plan to generate the data that funds the architecture upgrade.

The honest read: keep Teams as the collaboration spine. Layer the delivery and measurement system above it.

Full breakdown:

https://cerkl.com/blog/microsoft-teams-internal-communications

#InternalCommunications #EmployeeEngagement #HRTech",712020:77c51683-fca4-4aee-9e06-929c5b3042ea,Social Media,2026-06-08,2026-06-10
S017,Subtask,T005,,LinkedIn – Copy,Draft the post copy.,,Social Media,2026-06-08,2026-06-08
S018,Subtask,T005,,LinkedIn – Asset Creation,Create or source the static asset (typically the blog hero or a pull-quote card).,,Social Media,2026-06-08,2026-06-09
S019,Subtask,T005,,LinkedIn – Approval,Review post + asset; sign off.,,Social Media,2026-06-09,2026-06-09
S020,Subtask,T005,,LinkedIn – Implementation / Publishing,Schedule in LinkedIn / Buffer / native; confirm publish.,,Social Media,2026-06-10,2026-06-10
T006,Task,,,Social Media - LinkedIn - Short Video (out-of-band),"Short video — topic, wrap, and copy planned outside the content-plan system. This row exists for Jira capacity tracking only. Furqan fills topic + asset at publish time.",712020:77c51683-fca4-4aee-9e06-929c5b3042ea,Social Media,2026-06-09,2026-06-11
T007,Task,,,Social Media - LinkedIn - Financial services IC teams: which mandate eats most of your week?,"Topic: LinkedIn poll on the operational mandate that eats most of a financial services IC team's week — regulatory compliance, audience segmentation, or speed of approvals
Post type: poll
Wraps: internal-communications-in-financial-services
Copy:
For financial services IC teams, every internal message is an engagement artifact and an audit artifact at the same time. The split between those two jobs sets the operational shape of the week.

Some weeks the heavy lift is regulatory compliance: feeding retention systems, evidencing receipt on attestations, chasing acknowledgment rates to 100. Some weeks it is audience segmentation: making sure information barriers held, that the AD groups still match the org chart, that no list quietly spans a restricted population. Some weeks it is the approvals queue: legal, compliance, and risk all reviewing the same send before it goes out.

All three are real work. Most weeks one of them is the bottleneck, and which one says a lot about where the IC architecture has gaps.

Curious which mandate is eating your time this quarter.

Poll:
Question: Financial services IC: which mandate eats most of your week?
Options:
1. Regulatory compliance (receipts, retention, audit)
2. Audience segmentation (info barriers, dynamic lists)
3. Approval cycles (legal, compliance, risk)
Duration: 1 week

#InternalCommunications #FinancialServices #ComplianceCommunications",712020:77c51683-fca4-4aee-9e06-929c5b3042ea,Social Media,2026-06-10,2026-06-12
S021,Subtask,T007,,LinkedIn – Copy,Draft the poll question + answer options.,,Social Media,2026-06-10,2026-06-10
S022,Subtask,T007,,LinkedIn – Asset Creation,(N/A for polls — native poll widget; skip or mark done.),,Social Media,2026-06-10,2026-06-10
S023,Subtask,T007,,LinkedIn – Approval,Review poll question + options; sign off.,,Social Media,2026-06-11,2026-06-11
S024,Subtask,T007,,LinkedIn – Implementation / Publishing,Publish poll natively on LinkedIn; confirm live.,,Social Media,2026-06-12,2026-06-12
