Work Item ID,Issue Type,Parent ID,Epic Link,Summary,Description,Owner,Channel,Start Date,Due Date
T006,Task,,,Social Media - LinkedIn - Link post: Internal Communications in Manufacturing,"Topic: Link post pointing to the manufacturing playbook blog
Post type: static-blog
Wraps: internal-communications-in-manufacturing
Copy:
[CAPTION]
Manufacturing internal comms has its own constraints.

The workforce is 70 to 90 percent frontline, working across 2 or 3 shifts at 10 to 20 sites. Most don't have corporate email. The audit trail for safety messaging carries OSHA and insurance consequences. The corporate intranet built at headquarters is, for the plant floor, a website they never visit.

Our 2026 frontline playbook covers the 4 dimensions that make manufacturing IC structurally different, the 5-channel stack that replaces email-first delivery, and a 30-day plan any IC lead can run before the budget conversation.

Full playbook:
[BLOG URL — populate after Furqan publishes in Webflow]

[ASSET SPEC]
LinkedIn auto-rendered link card (renders from blog OG image + meta title + meta description). Verify before posting: (1) OG image is the manufacturing hero, (2) meta title truncates cleanly, (3) meta description matches the brief. Fallback pull-quote card: ""The corporate intranet built at headquarters is, for the plant floor, a website they never visit."" Link policy exception: link goes in the post body because the link card is the asset.

[HASHTAGS]
#InternalCommunications #EmployeeEngagement #Manufacturing",712020:77c51683-fca4-4aee-9e06-929c5b3042ea,Social Media,2026-06-02,2026-06-03
S021,Subtask,T006,,LinkedIn – Copy,Draft the post copy.,,Social Media,2026-06-02,2026-06-02
S022,Subtask,T006,,LinkedIn – Asset Creation,Create or source the static asset (typically the blog hero or a pull-quote card).,,Social Media,2026-06-02,2026-06-03
S023,Subtask,T006,,LinkedIn – Approval,Review post + asset; sign off.,,Social Media,2026-06-03,2026-06-03
S024,Subtask,T006,,LinkedIn – Implementation / Publishing,Schedule in LinkedIn / Buffer / native; confirm publish.,,Social Media,2026-06-03,2026-06-03
T007,Task,,,Social Media - LinkedIn - The 3 places your internal comms is silently leaking employees,"Topic: Short-video take on the 3 channel-handoff points where messages quietly fail to reach segments of the workforce
Post type: short-video
Wraps: cross-channel-read-gap",712020:77c51683-fca4-4aee-9e06-929c5b3042ea,Social Media,2026-06-03,2026-06-04
S025,Subtask,T007,,LinkedIn – Copy,"Draft the post copy (caption + script outline).

[COPY_PLACEHOLDER]",,Social Media,2026-06-03,2026-06-03
S026,Subtask,T007,,LinkedIn – Asset Creation,Produce or source the short-video asset (60-sec take with captions).,,Social Media,2026-06-03,2026-06-04
S027,Subtask,T007,,LinkedIn – Approval,Review post + video; sign off.,,Social Media,2026-06-04,2026-06-04
S028,Subtask,T007,,LinkedIn – Implementation / Publishing,Schedule in LinkedIn / Buffer / native; confirm publish.,,Social Media,2026-06-04,2026-06-04
T008,Task,,,Social Media - LinkedIn - What percentage of your workforce reads every important company update,"Topic: LinkedIn poll on cross-channel read-coverage self-assessment
Post type: poll
Wraps: cross-channel-read-gap
Copy:
[CAPTION]
Internal comms leaders, here's a question worth sitting with.

When leadership asks ""did this land?"", you probably reach for an open rate or a page-view number. That number reflects the channel you can measure. The audience you need to reach lives somewhere else.

If you publish across email, Teams, mobile, and intranet but only report from one of those channels, you have a structural blind spot. As of 2026, no public IC engagement benchmark even measures across channels.

So the honest answer is rarely the one in the dashboard.

What's your gut estimate?

[POLL]
Question: What % of your workforce reads every important company update?
Options: Less than 30% | 30 to 50% | 50 to 80% | More than 80%
Duration: 1 week

[ASSET SPEC]
N/A — native LinkedIn poll widget, no design asset needed.

[HASHTAGS]
#InternalCommunications #EmployeeEngagement #InternalComms",712020:77c51683-fca4-4aee-9e06-929c5b3042ea,Social Media,2026-06-04,2026-06-05
S029,Subtask,T008,,LinkedIn – Copy,Draft the poll question + answer options.,,Social Media,2026-06-04,2026-06-04
S030,Subtask,T008,,LinkedIn – Asset Creation,(N/A for polls — native poll widget; skip or mark done.),,Social Media,2026-06-04,2026-06-04
S031,Subtask,T008,,LinkedIn – Approval,Review poll question + options; sign off.,,Social Media,2026-06-05,2026-06-05
S032,Subtask,T008,,LinkedIn – Implementation / Publishing,Publish poll natively on LinkedIn; confirm live.,,Social Media,2026-06-05,2026-06-05
